V1,V2,V3,V4,V5,V6,V7
-0.823408333,-0.17862367,0.268905254,1.100997153,0.352324088,-0.578965243,-0.59839162
-0.565136448,-0.988162044,-0.609231557,-0.28514494,-0.852693457,-0.030431866,0.267443267
0.797367011,0.682890623,0.514657246,-1.203104421,0.392096456,-0.495362125,0.221349515
-1.207486587,-1.433420258,0.660426305,-0.245693828,-1.69362751,1.00460044,1.030794589
0.587870042,1.603480098,0.854818464,-1.200798358,-0.936787977,-1.990913429,-0.892103195
-1.260009731,0.36055131,-0.339362473,-1.041436306,-0.942774814,0.271615939,2.045729125
0.881326031,-0.005636648,-1.289629217,-1.069415485,-0.743861431,-0.636084556,0.702125589
-1.380517796,-1.405626377,-0.829933841,-1.397995737,0.550418077,0.824276095,-0.309306399
0.823004499,-1.585618416,0.73622919,-1.345178106,0.199101398,0.135281273,0.489523464
-0.801341524,0.176110356,-0.306529166,0.246419152,-0.587235925,2.210258062,-0.412662619
-0.532629756,-1.618051039,-1.718506191,-0.090500351,-1.826785944,-1.314070722,0.22952058
-2.75959625,0.114979267,0.334253998,0.104378807,2.464425143,1.175354436,-0.040857442
0.191769872,-0.458496341,-0.333121049,-0.690999784,-0.095559988,0.838901246,2.365802553
0.646020095,-0.059582393,-0.402895069,-0.309519857,-1.290334832,-0.613899571,-1.402262795
0.702954255,2.252320903,0.796531645,0.738559285,0.040413266,0.267040183,0.274669315
-1.411644096,-0.378545919,-0.964208279,0.881004865,-0.025125561,0.4927541,0.149666367
1.585278239,-0.547591533,-1.798436069,-0.059808616,0.351590736,0.332757348,-0.429653992
0.686781882,2.312434566,0.742177626,1.19914141,1.297880055,0.263389854,-0.00967107
-0.582490493,-0.523126713,-1.350756498,-1.743490533,-1.090509192,-0.333610916,0.147124305
1.969263088,1.040767637,-0.756492984,1.835586543,0.756231618,-0.751095042,0.811534694
-0.600733548,-1.919849047,-0.297170873,0.754887103,-0.832603859,-0.327554023,0.202488595
1.065355835,1.568890511,1.017144016,0.31305849,-1.598321269,-0.875153279,-0.275931722
1.197428736,-0.250429035,-0.545105494,-0.581510746,0.508988999,-0.792550691,0.705548791
-0.150657815,-0.501041717,-1.272891958,1.357806944,1.691041318,2.259023094,1.011341954
-0.809561696,-1.263745533,-1.232582326,-1.497122992,0.081931843,0.822285974,0.598922218
-1.015040918,0.6102579,1.100027839,-2.056994443,-2.54572587,-1.969098469,-1.358145513
1.610979762,2.260211466,1.985291162,0.878033088,0.824177294,-0.79001407,-0.574570383
-0.346057348,-0.937533518,0.702907785,-0.427431845,-0.115995792,0.14580723,-0.63345161
0.328579192,-0.587040172,0.175041607,1.312465507,-2.416428828,-1.535678538,-1.2340861
0.113339344,2.261182694,1.558384077,1.112766543,1.151055416,-0.217158733,-1.502447864
0.881238352,-1.248547527,0.458234382,-1.107807028,-1.574099216,0.283741484,-0.252140158
0.496742282,0.774549648,-1.454137006,0.055702844,-0.666747775,1.664322324,-0.759280597
-0.447537925,1.273170233,0.837567484,-0.088962999,-1.545787856,-1.403806958,1.038049123
0.388267768,0.133846935,0.233814554,-0.276939453,-0.130511191,-0.173581888,-1.139626938
-0.094786167,0.365904382,-1.516195004,-0.422618959,0.25288582,0.384594016,-0.463925252
-1.096289959,-2.739770744,-1.020667365,0.700485143,0.957912403,0.507806538,0.2583953
1.510999009,0.704177318,-0.671255697,-0.501230984,0.538223064,-1.705953746,-1.778251788
-1.017053412,0.234896945,-1.238791515,-0.412947435,0.064820635,0.152861408,-1.769273198
0.805146829,-0.195668649,-0.425983895,-1.71080262,-2.286251442,-0.925863167,1.667368847
0.675161052,1.814513506,0.669257329,0.521805572,0.39973027,-0.812157265,-0.755187063
-0.474887813,0.720967426,0.432216846,0.990079478,-1.748835688,-2.290227763,-0.693447811
1.938251066,0.39598365,1.009170783,-0.035971207,0.996003026,0.173495841,-0.254230415
-0.206560229,0.785716689,0.360450744,1.474018858,-0.163947118,-1.009563549,0.817287355
-1.064627747,-1.95049806,0.225456598,-0.289407233,1.955806915,1.051731301,-1.481047025
-0.928883894,-1.107700562,-2.586511133,0.045917901,0.369896316,1.605301499,0.311006685
-0.927739193,0.644418336,-0.754274718,0.811270319,1.250837067,0.263341047,0.686098723
0.313853498,-0.282555565,-1.626901137,0.36992634,1.142493514,1.790699873,0.624824319
1.310916146,-0.031616564,0.017311584,0.438403371,-0.240640107,0.943007989,0.350008941
-1.104425113,-2.18617644,0.86953727,0.306801278,0.713368325,-1.439979675,-0.362921961
1.159781717,-0.307161993,1.102918684,0.274466715,-0.50213009,-0.428803596,0.10214689
0.872200869,1.105931842,0.106104792,-0.466230514,1.708983413,0.908169832,1.24278724
0.252259257,-0.523270146,1.228292188,0.452188699,-0.120213194,-1.228195105,0.245535558
0.352304835,1.684101734,-0.161519867,-0.083370275,-0.542058544,1.275849171,1.068856427
0.511880774,1.792711876,-0.201525998,0.2412673,0.346484259,0.481391396,0.50318231
1.521655005,-0.078089997,1.51192213,0.429210579,0.139869315,1.253715618,0.628414484
1.716676487,0.81656686,0.359802389,1.647764472,1.058489713,-0.108626659,0.398542167
0.096862078,-0.426274311,-0.251292745,-0.00587543,0.678778461,-0.047278416,0.921482406
1.074233707,-0.829238727,1.329660217,0.695160577,0.205514867,-0.440428124,0.766831564
0.448504527,-1.555754758,0.290482068,-0.410559163,1.834152263,1.0231989,0.666740336
-0.430372914,1.516849502,1.579759202,0.782523961,1.771371823,-0.726521769,-2.619164056
0.258086298,-0.06998715,0.120972928,-0.249838738,-1.302495419,-1.048120099,-1.124583607
-1.105679537,0.036283571,1.496349401,-1.572311111,-0.975426549,-0.704370653,0.588463143
-0.071578086,0.26081909,-0.2729394,-0.834542576,-0.12374631,-0.089674989,-0.757010643
0.367292565,-0.005695495,0.545238795,-0.272424764,-0.43344677,-0.20170193,-0.08992136
0.862516443,-0.383161873,-0.503821139,-1.260580222,-0.301269726,0.179132357,1.044289546
0.588551675,0.476580196,0.979116292,-0.09689854,0.357934641,1.585654164,0.451751643
2.652906898,1.027208611,-0.854747574,-0.81463259,-0.689059346,-0.456661816,1.679007367
-0.933857733,-0.460195605,0.520957188,-0.182221828,0.510913144,-0.537001363,0.364766156
1.183976912,1.036220333,0.369090268,1.550968172,1.847399766,-0.790407933,-0.079052469
-0.938991087,-1.795673573,-1.446353975,-1.370987984,-0.156257354,1.285301656,0.998759685
0.388175548,0.15629241,-1.871623995,-0.690471803,-0.494899529,-0.406791434,0.405383381
-0.617839632,-0.437351965,0.979241714,-0.984795456,1.070556031,0.067114076,0.894577946
1.545078688,0.928705858,-1.334665955,0.096359194,-0.627695394,-1.379922317,-0.539118306
0.268824439,0.767462366,-0.289070191,0.15815242,0.972552362,0.418873768,-0.643311072
-0.52452934,-1.805650099,-1.611150024,-1.382230699,-0.861130711,-0.347857754,0.022860575
-0.247791205,0.134049981,0.191700637,-0.042468526,0.511305523,2.57949751,-1.094213138
0.679328861,0.409569881,0.740748014,-0.26470885,-0.390388533,-0.474053331,2.323149507
-0.486656284,-0.622020952,-0.038529627,-1.547236226,0.338507333,1.318818443,-0.089088668
-0.475254489,-0.836444543,-0.60266185,-0.298526215,-0.842304134,-0.761511109,-1.305833693
1.373909133,2.02478259,1.076737742,1.134482207,-0.67864376,0.033105332,-1.754597311
-1.134163862,-0.427824462,0.018363677,0.110152265,0.238161755,0.247835277,0.844236385
-0.316769907,0.44407217,0.808573232,0.682293431,0.380612226,-0.598075498,0.331337126
1.803676839,-1.524064169,-1.248483736,-2.054665071,0.139315374,0.38507645,1.128144863
1.347720109,1.217056888,0.745966442,-0.032229297,0.197112084,0.513474981,0.528433107
1.494361634,-0.172819193,-0.119889511,1.44151477,-0.638678603,-1.058513784,-0.858240027
-1.516907481,-1.011872085,0.083990886,0.970568912,-0.867078958,0.145779429,0.864468537
-1.036148065,1.407797846,0.06828732,-1.133835347,-0.815509579,0.541818579,-0.715310968
-0.894408327,-1.127194729,-0.625291599,1.203687765,1.317360638,-0.360356724,1.401534131
0.102385333,0.714784257,0.887804043,-0.337498372,-1.968286092,-1.938666781,-0.446461767
0.674377002,-0.332532694,1.398823381,1.831384828,-0.348368394,0.950717988,0.758351617
0.522974394,-0.847142162,-0.757836101,-0.723157696,0.337432767,-1.074695992,-0.617914208
-0.003569632,2.334417835,0.231877643,-0.425772846,-1.318756528,0.275437932,0.93220334
1.903526378,1.251995333,1.125603741,1.983057341,0.065349768,-0.628098772,0.174962659
-0.501543544,-0.709363081,-0.996237908,0.571217741,0.176359405,1.113099835,1.191353624
2.219321338,2.794982045,-0.285554514,0.132303435,-0.578375746,-1.551496194,0.159008065
-1.666309941,-0.672580882,-1.855044651,-0.63104375,-0.377973843,0.524204274,0.154528394
0.396466181,-0.167806197,0.325570365,2.225335296,0.183456072,-0.608093378,0.916780036
-0.864392147,0.249085446,-0.633664939,-0.720780123,-1.25323083,-0.767235015,1.582716758
-0.496076947,1.774455467,-0.545283054,0.874835639,0.505553596,1.018790164,1.700116621
-0.209085089,0.524329085,-0.408868699,0.481654939,0.340403492,1.041803028,0.816856135
0.148776742,0.279938163,-1.417492476,-0.486690724,-0.133149634,-0.655290193,0.599061083
1.69457732,-0.31267135,1.792780182,0.211855246,0.41019516,2.643178066,0.495145906
0.612265351,1.228987646,0.84864828,-0.010196516,-0.840318374,-0.21247656,0.030555995
-0.504856019,0.422438544,-1.518320681,-0.450335473,-0.509233786,-0.042381984,-0.470549382
0.445860682,1.01545642,0.651310633,-0.888282464,0.716042207,0.263482741,0.870765459
0.040057993,0.620413033,0.652785626,1.003859895,0.354527371,1.616872786,-0.280033657
0.465762195,-0.051219248,0.581375771,0.983117052,0.083898665,-1.319675881,-0.470095647
-0.025978733,-0.299996972,0.606153859,0.547914442,-0.85844854,-1.241144872,-1.614258158
1.456985092,0.826843393,1.640329987,-0.68493909,-1.509204508,-0.545505669,-0.423234285
-1.737311005,0.162376162,0.214173666,-0.075979538,0.443990127,-0.083389678,-0.041707543
-0.138367669,-0.088159364,0.202227649,-0.262882682,-0.548167766,-1.054174558,0.231870592
-0.652188255,-1.497924337,-0.894745148,0.699475631,1.462497069,0.711561846,1.820199918
-0.202980832,-1.306480909,-0.219686641,-0.450742426,0.842089232,0.353603464,0.616755749
0.989324216,0.636244141,-0.624423726,-1.53918134,-1.129452506,-0.055036667,-0.790816467
0.009515784,-0.19275087,0.535005302,-0.411657264,0.445294964,-2.343772247,0.581126391
-1.373936735,-0.520573329,0.344872975,-2.360690689,-0.821395285,1.113012851,0.884455051
0.664771016,1.298327187,2.476185915,0.587646697,-0.448499879,0.709189975,-0.261544838
-0.218190875,0.626191833,0.229397132,0.663239823,-0.139365316,0.679264751,-0.361481034
1.007721551,-0.084752181,-0.643346995,1.723587153,-0.085004421,-0.216424496,1.354872276
0.4342422,-1.420205119,-1.269599979,-0.260954799,1.068156831,-0.945689592,0.45937553
0.756474319,-2.562243178,0.654101168,2.389043404,1.083332387,-1.244788375,0.105780067
-0.65503176,-0.114631051,-0.476745863,-0.85650528,2.0011632,0.001707718,0.382315312
-0.52857215,-0.684563862,0.039249227,-0.142171488,2.10118628,0.638310549,-0.755177702
-1.049914411,-0.470671181,-0.06010052,-0.905104305,1.512924462,1.397152611,-0.633832904
-3.080593884,-2.084988971,-1.074552061,-1.313967255,-0.179116978,0.161555677,-2.181014894
0.795931129,1.08417615,0.340537577,0.71529681,0.256362391,0.641792925,0.912355259
0.823351221,-0.35140714,0.289812752,0.550339192,1.64699369,0.181761058,0.828876313
0.750328695,-0.269194463,0.207717853,0.463276381,-1.322052894,-1.163961322,-0.855292175
-0.186660491,-1.057641414,-0.564484952,-1.09780138,0.293810449,0.546219876,-1.221731524
0.002689031,-1.485966005,-0.444438902,-2.880322183,0.216921305,0.62808423,0.670219198
0.171450233,1.079012283,0.227916003,0.909369636,-0.472751298,-0.158556977,0.068590473
-0.038547711,-1.007789839,0.743518256,1.407498566,0.454372516,0.787165439,-0.307169969
0.148482701,1.155541817,0.029415657,0.09010175,-0.771690875,0.591531701,-0.71067122
0.631318073,0.238891264,0.870187138,-0.970554831,0.730408423,-0.829896101,-1.573163205
0.20125106,1.038287787,-1.421500645,-0.717472182,-0.39483341,0.267793503,-0.832794989
0.097931244,3.062619261,1.316507499,0.055148669,-1.306059352,0.023611016,0.134616573
0.669447404,-0.650808486,0.155639185,-1.024027992,0.680380687,0.348018265,-0.415152974
2.474611116,-0.520289737,0.455558348,0.369612358,0.031477298,0.709593833,0.357100655
-1.371166897,0.892264439,0.245898641,1.836654783,2.352617094,3.355500789,-0.559761498
-0.777593962,-0.431236135,-1.134554373,-1.562691165,0.055473621,0.806360861,-0.788172436
-0.512831259,0.95881239,1.204293794,-1.603685036,-0.503983175,0.025493863,1.125737659
-0.156077184,-0.589982562,-1.573084651,-0.798300424,-0.272281206,-0.848709009,0.731928425
0.528403792,0.791519731,0.969531849,0.460671266,0.568317224,0.461863027,1.268908893
-0.631849887,0.375513825,-0.581401117,-0.847913064,0.59446055,-0.097279342,-0.671909079
-0.123108942,-0.073034083,1.145225325,0.092365426,-0.104714018,3.904341217,3.067314062
0.889674848,-0.471080617,-0.211366425,-0.940323244,-0.296051435,-0.306669711,0.717059882
-0.522292823,1.058882588,-0.552568805,0.739887471,0.114396492,-0.248120156,1.316258381
-0.51335449,0.987901963,0.27990151,-0.28094691,0.940653501,-0.193861771,-0.19621885
0.094150472,1.440041186,0.482409607,0.427150231,0.084845639,-0.833473848,0.481655537
0.785854935,0.378223971,0.960325289,-0.29077378,0.200872779,-0.27120299,0.234344281
0.201801965,0.477467499,-0.089363067,0.098983207,-2.065747087,-0.522218773,-0.255064271
0.293963058,-0.695079978,-1.131939125,1.500964185,0.685337296,0.274458458,0.983474904
-0.213053101,-1.473977757,2.432837271,0.316301113,-1.329801837,0.368379089,-0.935053002
-0.422288981,0.450279834,-1.114141882,-0.729278047,-0.498545732,-0.019975725,0.529552739
1.410429074,0.035944287,0.576132164,-2.560880582,-0.385211005,-0.632249463,-0.694942622
-0.425199416,0.823824395,0.678385175,0.501473673,0.303423495,0.156225002,0.063125019
1.359380441,0.792710005,0.046565272,-1.337131142,-0.383409683,-0.281747541,1.759244763
0.488546477,1.349600665,-1.322644612,0.305819604,-0.425658715,-0.28698118,0.716980828
-0.54792047,0.108612383,1.013373944,0.443999164,0.277652588,1.633715181,0.150424627
-0.33845337,-0.749497659,-0.290964205,-1.445875526,-0.714980346,0.902301202,-1.254589286
-0.203826484,0.076251013,1.494138122,0.204047464,-1.055568839,-0.551860307,-0.755117108
0.485026136,0.6744072,-0.758676594,-1.637989742,-0.570209996,0.115499232,2.43424873
-0.719301833,0.26599207,1.865758988,1.648262498,0.457493251,1.801968295,-1.327048143
0.731565936,1.74729389,0.282116674,0.660342757,0.120016742,-0.373559875,0.566986186
-1.668405268,-0.933034784,-0.136273551,-1.392646047,-0.117815635,0.50849404,-0.03876226
-0.742712904,0.891619088,-0.423304385,1.015472072,0.641033253,1.585234739,-0.562127516
-1.049655532,0.829743141,-0.003821764,-1.233042718,1.647410096,0.898783011,1.578253978
-0.338378069,-0.659199047,0.078246127,0.592129867,0.949281454,-0.641650486,-0.186484803
-0.2263011,-0.760834706,0.499740701,-0.64515057,-0.386602506,0.079838006,0.39720437
-0.278316227,-0.069156316,0.654435117,-0.863416138,-0.462864916,-0.183945816,0.899165774
-0.404119925,1.440791108,-0.070894286,-0.824238198,0.52584179,-1.082076506,-1.289313597
1.295058704,-0.216276392,2.265909871,1.408071494,-0.295265665,-1.085982783,0.961611577
0.101975148,0.420288396,-0.797259244,-0.584426058,-0.165649514,-0.988361623,0.63811663
1.786480305,-0.656803426,-0.021209991,-0.902578868,-0.903055845,0.151634595,-1.407490815
-0.114649227,1.819005943,0.010401025,0.922819113,-0.21296761,-2.136655022,0.090575658
1.351314485,0.648199893,-0.469676088,-0.550798968,-0.91001033,-0.918416654,-1.51306461
1.777470194,-0.596785073,1.62417755,0.684212721,0.541592904,-0.264330134,0.215718819
-0.567755383,-1.095852189,-1.451505103,-0.487108244,0.662154112,-0.692489079,0.366446681
0.407365724,-0.26244633,-1.634509593,-0.461445308,-0.371875543,-0.010699768,-1.645283271
1.252394707,0.454462616,-0.948703029,0.478035382,1.214519556,1.578154152,0.162111733
0.684568289,0.028758157,0.351614045,1.53559653,0.639561612,0.06754147,0.479300265
-0.915298004,-0.298658403,-2.564766692,-0.556005513,-0.803078477,0.474207207,-0.060412725
-0.017173251,-0.50361579,1.577508041,0.815801885,1.48732035,1.712766161,1.245059463
0.860519597,-1.308240659,-0.357648313,-0.131976207,0.486072779,0.100577627,-1.796957791
-1.369040357,0.722978067,-0.734081884,0.439251035,0.64394356,0.230518289,-0.814389617
-0.311808149,0.204623189,-0.272625043,-0.523658178,-0.640465312,-0.343337114,-1.235456775
-0.878116268,-0.551425384,1.670861242,3.198841437,-0.527235382,2.272574924,-0.088661621
-0.365611343,-1.169538935,-1.084728281,-0.566657834,-0.449323943,-0.88592845,0.457694393
1.129433953,-1.019472137,0.002027462,-0.851096367,-0.39403693,-0.132756644,0.629121158
-1.240127252,1.119387674,-0.189371211,1.044394374,-0.036444622,1.026942237,0.878248506
0.632378442,0.517509606,-0.356929512,0.899468149,0.469625323,0.191259494,0.854525579
0.808933023,-0.272364429,-1.233265189,0.519407515,1.322125416,0.723316806,-1.339476496
1.483778442,1.440534407,1.23767927,0.997938066,-0.836067707,1.042316128,-0.259890784
1.189687029,-1.347335883,0.453103836,-0.870055102,-1.366488857,-0.382405341,-0.446414731
1.126053177,1.014348297,0.55535302,-0.813525898,-0.248296784,0.002835784,0.973817963
-0.421371804,-1.26987437,1.513669918,0.327770584,-0.325542668,-0.515752094,-0.690860642
-1.270130686,-1.753427738,-0.475699296,-0.008484828,0.218275942,-0.776882972,-0.082367961
0.271040021,-0.34168466,-0.615217595,-0.290881028,-1.58920291,-0.936022771,-0.904461446
-0.725092231,1.198954797,2.011908422,0.892402117,0.493237114,0.05544488,0.540538286
0.880329928,-0.398305437,-2.266435387,0.996548827,-1.197443071,-0.430474784,0.019741568
-0.861497494,-0.214019352,0.493044464,1.794632236,1.411148607,0.424566033,-0.631138578
0.964401587,0.814428868,0.623618692,-1.679963484,-1.311710042,-0.01542185,0.007915841
-1.483070456,-1.57606041,-0.504465742,0.635305363,-0.299240998,0.027033383,-0.378052377
1.282882741,1.001187291,1.550658108,1.782842974,1.59593285,-0.313931695,0.158063141
-0.327114392,-1.531322657,0.459640821,0.672701689,1.406241861,0.15206405,2.783134022
-1.346814512,-0.716815746,0.901501658,1.242827925,1.802871291,0.673318246,-0.447076459
2.709470172,1.546780593,1.205996141,0.185952756,-0.695589911,-0.010883289,-1.469053917
0.642699852,0.847140457,-0.664858019,0.268981061,1.85022077,2.705546534,1.171615487
-0.172533249,0.709281079,-0.156599734,1.221948452,-1.498774774,-0.517103919,-0.678652122
-0.442902542,-0.151417464,0.746803884,-2.470993849,-1.725610499,-0.905770119,-0.016081695
-0.915162731,0.339785547,0.167010588,0.212348246,0.630608701,0.556836362,1.257733879
1.787504914,2.920524267,-0.00258493,0.029465753,-1.575951922,0.437098534,-0.1137845
0.383585576,0.704364971,0.00199439,0.103930021,1.108252108,1.656953189,-1.044331689
-0.373475408,1.577041096,-2.44795363,0.951570264,0.228464474,1.49784772,-1.396784764
0.257982539,0.181443031,0.904793285,-0.284355857,-0.31356749,-1.649253704,-0.421477912
-0.455203122,1.736401272,-0.510538492,0.758756012,-0.606815946,-0.500332743,-0.596582508
0.381331533,0.503397911,-1.141020231,-0.288957927,1.409368372,-0.14757257,-0.117197976
0.46875478,0.118318454,-0.754454481,0.495063488,1.911264309,0.111382246,0.296652504
-0.359502043,1.119900205,0.185730103,1.41652275,0.803258926,-0.679520439,-2.795605418
-0.054993313,0.623026145,-0.531881427,0.127686662,-0.317774277,0.58399716,0.368742346
-0.758520389,0.267294656,-0.836891256,-0.393126998,-0.135465455,-0.054163324,0.120970258
-0.515795115,0.542288155,-0.883179919,0.098410766,-1.23248172,-2.242366452,0.437982002
0.334356673,-0.043477845,-1.014436421,-1.17284504,0.270163173,-1.01826793,0.718688801
-0.319684307,-0.005701867,-0.901819479,1.336496991,-0.693891597,-1.415457284,1.408822131
0.118310492,-2.142573251,-1.188335125,-1.190599762,-1.069454861,-0.113588495,0.244050291
0.864682077,-0.241469195,-1.348261052,-0.996840278,-0.693191881,-0.781166226,-2.29889049
-2.298277803,-2.3956297,-0.655196064,1.565267017,0.590453245,-0.453526774,-0.059944086
2.417462685,-0.775107714,1.157238739,-0.349442663,0.898408854,1.574523349,2.372505595
1.430475064,0.113783817,0.128462266,-1.273737411,-1.22150113,-0.337217903,1.2869321
-0.05451361,1.391445707,2.193204051,0.103893325,-0.558592158,0.586222529,-0.608616788
0.139799333,0.17079455,-0.694525755,0.842491299,-1.309778928,1.106201914,0.421749015
0.050553095,-0.408021589,1.038769781,0.809295375,0.586851918,0.289237311,-0.241371377
-1.029280451,-0.477309044,0.223406248,0.036548385,0.186719628,-0.197669079,-0.034775033
-2.40270106,-1.373709264,-0.644907873,-2.039799807,-0.546633167,-0.729561073,-0.342243462
0.407925682,0.239110065,0.441782425,-0.649344504,-0.522535518,1.031488036,1.94220426
0.019541015,-0.225272456,0.415225588,0.099848061,-0.555726758,-1.241465866,-0.259371105
-0.85925527,-0.370813763,-0.099608667,0.797468982,0.922826577,0.198014218,0.689426128
-0.248391134,-0.160633219,0.183762509,-0.922337462,-0.813713768,-0.285023063,-1.380195768
-0.730313304,1.331482814,-1.033737624,-0.906400287,-0.457529008,-0.201969816,-0.849222382
0.026384379,1.213466571,1.390364743,-0.647548631,-1.066005144,-0.752596497,-0.14339073
2.515791509,1.966655477,1.116279685,-0.319414874,0.45909327,-0.283775225,-0.936831856
-1.206448847,-1.032065396,-1.566699859,0.466132365,-0.065370458,-0.468090585,-0.190316561
0.352009193,0.091967105,-0.893174451,-1.558364525,0.146367906,-0.112292076,-0.540515847
-1.756282914,-0.971711978,0.972622581,1.314194443,-0.072895261,-1.46995364,-0.175701173
-0.387316507,0.079157855,-0.026824332,-0.077924969,-0.434625599,0.182079587,0.365530431
1.940612759,0.753743632,-1.68526012,-1.226533936,0.106663629,1.366553685,1.809127301
1.158428249,0.641108115,-1.423856831,-0.0940153,0.661528241,-1.051945348,-0.547252591
1.751532301,0.07198903,-0.312606763,-0.142264892,-1.153344488,-1.527788403,0.90176068
-0.16401512,0.181005085,1.245060161,-0.524555933,-1.516871176,1.077362303,0.565841479
1.867544153,1.352230195,-0.106405729,-0.804194313,-0.171015363,0.085086351,-0.968006168
-0.636031766,-1.005156056,-0.993595303,0.060264051,0.12928411,-0.469674249,-1.180205592
-0.89721669,-0.18694848,1.121085723,0.916863978,0.495252533,-0.231036915,-2.128047312
0.94581151,0.251118967,-1.11708722,-0.868537485,0.198039273,-0.881035696,-1.045064754
0.993963597,0.429546353,0.332997147,0.167615777,-0.371186857,-0.019963788,0.258338469
0.859135068,0.296972201,-0.371005605,0.925071159,-0.725349542,-1.206310729,-0.727769679
0.051653043,-0.539805516,0.142521292,0.873223153,0.93200033,1.031917988,1.014234388
-0.424129469,-0.121912493,0.485498288,0.667234291,-0.191179337,-0.694394951,-0.834675979
-0.965222328,-0.207977565,-0.253301772,-0.470373877,0.46025179,1.502049393,-0.505910058
0.865529231,-2.099408263,-0.871952383,0.352774563,-2.863624442,-0.141151674,0.839252604
0.240181336,1.013533301,1.87771047,-0.077170673,0.254125464,-0.77161739,-1.107734844
-0.225484839,-1.270394232,-0.07143818,0.990494358,1.131894314,0.426490745,-1.015416186
-1.04661069,-0.523485554,-0.789028825,-2.755820153,-0.989586476,-0.454122998,-1.118939161
1.086540221,-0.823077906,-1.86710711,-1.214709869,0.213004953,1.454148208,-2.286142029
-0.143244067,-0.693664983,1.334462271,1.224877473,-0.224415745,0.848251427,-0.129272923
0.353549782,-1.938371816,-1.842308233,-2.5434066,0.022963516,-1.316150597,0.898546994
0.610969801,-1.218929707,-1.102740671,-0.695579824,0.871335777,0.693874987,-0.107860688
0.39919855,0.472233344,-0.257987053,-0.070308548,-0.044199746,1.122269128,1.3989016
0.10020516,-0.922462463,0.27238435,1.662655706,1.674976197,2.603316339,1.102784306
1.458023837,-0.490708832,-0.423133439,-0.87606664,-0.519460223,-0.77604228,-1.319118739
0.759195097,1.751321098,1.605067019,0.923128119,-0.946793173,0.604935062,-1.23017751
2.66617988,-0.003494676,-2.060246515,-1.140169197,0.033636859,-1.459690936,0.293078117
-0.089100826,1.521656891,1.251197636,0.29076861,-0.360118763,-0.149792229,1.787405872
0.622299801,0.006348985,0.719601439,-2.291767264,-1.379610871,-0.62159461,-0.752433501
-0.747028298,-0.328338573,-0.885408704,-0.606860636,0.383692514,0.086468764,0.001395934
-0.89696538,0.732811537,-0.146699223,-0.605784373,0.598588487,-0.194537271,0.565980512
0.430077385,0.490742446,1.495006436,1.562357826,0.726339463,1.037771916,1.034756539
